#	Title	Someone To Watch Over Me
#	Source Filename	George Gershwin, Ira Gershwin - Someone To Watch Over Me.xml
0	2	2
2	2	2
4	2	2
6	2	2
8	2	2
10	2	2
12	2	2
14	2	2
16	2	2
18	2	2
20	2	2
22	2	2
24	2	2
26	2	2
28	2	2
30	2	2
32	2	2
34	2	2
36	2	2
38	2	2
40	2	2
42	2	2
44	2	2
46	2	2
48	4	4
52	4	4
56	4	4
60	4	4
64	4	4
68	4	4
72	4	4
76	4	4
80	4	4
84	4	4
88	4	4
92	4	4
96	4	4
100	4	4
104	4	4
108	4	4
112	4	4
116	4	4
120	4	4
124	4	4
128	4	4
132	4	4
136	4	4
140	4	4
144	4	4
148	4	4
152	4	4
156	4	4
160	4	4
164	4	4
168	4	4
172	4	4
