1	0	1	1
2	0	1	i
3	0	1	a
4	0	1	hope
5	0	1	for
6	0	1	half
7	0	1	a
8	0	1	chance
9	0	1	to
10	1	1	ev
11	3	1	en
12	0	1	ask
13	0	1	if
14	0	1	i
15	0	1	could
16	0	1	dance
18	0	1	with
19	0	1	you
22	0	1	you
23	0	1	oo
26	0	1	would
27	0	1	you
28	0	1	greet
29	0	1	me
30	0	1	or
31	1	1	po
32	2	1	lite
33	3	1	ly
34	0	1	turn
36	1	1	a
37	3	1	way
40	0	1	would
41	0	1	there
42	1	1	sud
43	2	1	den
44	3	1	ly
45	0	1	be
46	1	1	sun
47	3	1	shine
48	0	1	on
49	0	1	a
50	0	1	cold
51	0	1	and
52	1	1	rain
53	3	1	y
54	0	1	day
56	0	1	oh
57	0	1	babe
58	0	1	what
59	0	1	would
60	0	1	you
61	0	1	say
64	0	1	2
65	0	1	there
66	0	1	are
67	0	1	you
68	0	1	sweet
69	1	1	lol
70	2	1	li
71	3	1	pop
72	0	1	for
73	0	1	here
74	0	1	am
75	0	1	i
76	0	1	with
77	0	1	such
78	0	1	a
79	0	1	lot
81	0	1	to
82	0	1	say
85	0	1	hey
86	0	1	hey
89	0	1	just
90	0	1	to
91	0	1	walk
92	0	1	with
93	0	1	you
94	1	1	a
95	3	1	long
96	0	1	the
97	1	1	mik
99	3	1	y
100	0	1	way
103	0	1	to
104	1	1	ca
105	3	1	ress
106	0	1	you
107	0	1	thru
108	0	1	the
109	1	1	night
110	3	1	time
111	0	1	bring
112	0	1	you
113	1	1	flow
114	3	1	ers
115	1	1	ev
116	3	1	ry
117	0	1	day
119	0	1	oh
120	0	1	babe
121	0	1	what
122	0	1	would
123	0	1	you
124	0	1	say
127	0	1	yes
128	0	1	oh
129	1	1	ba
130	3	1	by
131	0	1	i
132	0	1	know
134	0	1	i
135	0	1	know
136	0	1	i
137	0	1	could
138	0	1	be
139	0	1	so
140	0	1	in
141	0	1	love
144	0	1	with
146	0	1	you
148	0	1	and
149	0	1	i
150	0	1	know
151	0	1	that
152	0	1	i
153	0	1	could
154	0	1	make
155	0	1	you
156	0	1	love
157	0	1	me
158	0	1	too
160	0	1	and
161	0	1	if
162	0	1	i
163	0	1	could
164	1	1	on
165	3	1	ly
166	0	1	hear
167	0	1	you
168	0	1	say
169	0	1	you
170	0	1	do
171	0	1	oo
172	0	1	oo
173	0	1	oo
174	0	1	oo
176	0	1	but
177	1	1	an
178	3	1	y
179	0	1	way
182	0	1	what
183	0	1	would
184	0	1	you
185	0	1	say
306	0	1	what
307	0	1	would
308	0	1	you
309	0	1	say
