1	0	1	im
2	0	1	pray
3	0	1	rain
4	0	1	in
5	1	1	cal
6	2	1	i
7	2	1	for
8	2	1	ni
9	3	1	a
11	0	1	so
12	0	1	the
13	0	1	grapes
14	0	1	will
15	0	1	grow
16	0	1	and
17	0	1	they
18	0	1	can
19	0	1	make
20	0	1	more
21	0	1	wine
23	0	1	and
24	0	1	im
25	0	1	sit
26	0	1	ting
27	0	1	in
28	0	1	a
29	1	1	hon
30	3	1	key
31	0	1	in
32	1	1	chi
33	2	1	ca
34	3	1	go
35	0	1	with
36	0	1	a
37	1	1	bro
38	3	1	ken
39	0	1	heart
40	0	1	and
41	1	1	wo
42	3	1	man
43	0	1	on
44	0	1	my
45	0	1	mind
47	0	1	i
48	0	1	ask
49	0	1	the
50	0	1	man
51	1	1	be
52	3	1	hind
53	0	1	the
54	0	1	bar
55	0	1	for
56	0	1	the
58	0	1	juke
59	0	1	box
61	0	1	and
62	0	1	the
63	1	1	mu
64	3	1	sic
65	0	1	takes
66	0	1	me
67	0	1	back
68	0	1	to
69	1	1	ten
70	2	1	nes
71	3	1	see
73	0	1	and
74	0	1	they
75	0	1	ask
76	0	1	who
77	0	1	is
78	0	1	the
79	1	1	fo
80	3	1	ol
81	0	1	in
82	0	1	the
83	1	1	cor
84	3	1	ner
85	1	1	cry
86	3	1	ing
87	0	1	i
88	0	1	say
89	0	1	lit
91	0	1	tle
92	0	1	ol
93	0	1	wine
94	1	1	drin
95	3	1	ker
96	0	1	me
100	1	1	he
101	3	1	re
102	0	1	last
103	0	1	week
104	0	1	from
105	0	1	down
106	0	1	in
107	1	1	nash
108	3	1	ville
110	0	1	cos
111	0	1	my
112	1	1	ba
113	3	1	by
114	0	1	left
115	0	1	for
116	1	1	flori
117	3	1	da
118	0	1	on
119	0	1	a
120	0	1	train
122	0	1	i
123	0	1	thought
124	0	1	id
125	0	1	get
126	0	1	a
127	0	1	job
128	0	1	and
129	0	1	just
130	1	1	for
131	3	1	get
132	0	1	her
134	0	1	but
135	0	1	in
136	0	1	chi
137	0	1	cago
138	0	1	a
139	0	1	broken
140	0	1	heart
141	0	1	is
142	0	1	still
143	0	1	the
144	0	1	same
146	0	1	i
147	0	1	ask
148	0	1	the
149	0	1	man
150	1	1	be
151	3	1	hind
152	0	1	the
153	0	1	bar
154	0	1	to
155	0	1	play
156	0	1	the
157	1	1	juke
158	3	1	box
160	0	1	and
161	0	1	the
162	1	1	mus
163	3	1	ic
164	0	1	takes
165	0	1	me
166	0	1	back
167	0	1	to
168	0	1	tenn
169	0	1	es
170	0	1	se
172	0	1	when
173	0	1	they
174	0	1	ask
175	0	1	who
176	0	1	is
177	0	1	the
178	1	1	fo
179	3	1	ol
180	0	1	in
181	0	1	the
182	1	1	cor
183	3	1	ner
184	1	1	cry
185	3	1	ing
186	0	1	i
187	0	1	say
188	0	1	a
189	1	1	lit
190	3	1	tle
191	0	1	ol
192	0	1	wine
193	1	1	drink
194	3	1	er
195	0	1	me
