1	0	1	lets
2	0	1	start
3	0	1	at
4	0	1	the
5	1	1	ver
6	3	1	ry
7	1	1	be
8	2	1	gin
9	3	1	ning
11	0	1	a
12	1	1	ver
13	3	1	y
14	0	1	good
15	0	1	place
16	0	1	to
17	0	1	start
19	0	1	when
20	0	1	you
21	0	1	read
22	0	1	you
23	1	1	be
24	3	1	gin
25	0	1	with
26	0	1	a
27	0	1	b
28	0	1	c
29	0	1	when
30	0	1	you
31	0	1	sing
32	0	1	you
33	1	1	be
34	3	1	gin
35	0	1	with
36	1	1	do
37	2	1	re
38	3	1	mi
39	1	1	do
40	2	1	re
41	3	1	mi
42	1	1	do
43	2	1	re
44	3	1	mi
45	0	1	the
46	0	1	first
47	0	1	three
48	0	1	notes
49	0	1	just
50	1	1	hap
51	3	1	pen
52	0	1	to
53	0	1	be
54	1	1	do
55	2	1	re
56	3	1	mi
57	1	1	do
58	2	1	re
59	3	1	mi
60	1	1	do
61	2	1	re
62	2	1	mi
63	2	1	fa
64	2	1	so
65	2	1	la
66	3	1	ti
74	0	1	doe
75	0	1	a
76	0	1	deer
77	0	1	a
78	1	1	fe
79	3	1	male
80	0	1	deer
81	0	1	ray
82	0	1	a
83	0	1	drop
84	0	1	of
85	1	1	gold
86	3	1	en
87	0	1	sun
89	0	1	me
90	0	1	a
91	0	1	name
92	0	1	i
93	0	1	call
94	1	1	my
95	3	1	self
96	0	1	far
97	0	1	a
98	0	1	long
99	0	1	long
100	0	1	way
101	0	1	to
102	0	1	run
104	0	1	sew
105	0	1	a
106	1	1	nee
107	3	1	dle
108	1	1	pull
109	3	1	ing
110	0	1	thread
112	0	1	la
113	0	1	a
114	0	1	note
115	0	1	to
116	1	1	fol
117	3	1	low
118	0	1	sew
120	0	1	tea
121	0	1	a
122	0	1	drink
123	0	1	with
124	0	1	jam
125	0	1	and
126	0	1	bread
128	0	1	that
129	0	1	will
130	0	1	bring
131	0	1	us
132	0	1	back
133	0	1	to
134	1	1	do
135	2	1	oh
136	2	1	oh
137	3	1	oh
198	0	1	doe
200	1	1	do
201	2	1	re
202	2	1	mi
203	2	1	fa
204	2	1	so
205	2	1	la
206	2	1	ti
207	3	1	do
