#	Title	My One And Only Highland Fling
#	Source Filename	Harry Warren, Ira Gershwin - My One And Only Highland Fling.xml
0	6	8
6	6	8
12	6	8
18	6	8
24	6	8
30	6	8
36	6	8
42	6	8
48	6	8
54	6	8
60	6	8
66	6	8
72	6	8
78	6	8
84	6	8
90	6	8
96	6	8
102	2	2
104	2	2
106	2	2
108	2	2
110	2	2
112	2	2
114	2	2
116	2	2
118	2	2
120	2	2
122	2	2
124	2	2
126	2	2
128	2	2
130	2	2
132	2	2
134	2	2
136	2	2
138	2	2
140	2	2
142	2	2
144	2	2
146	2	2
148	2	2
150	2	2
152	2	2
154	2	2
156	2	2
158	2	2
160	2	2
162	2	2
164	2	2
166	2	2
